L_Scene,R_Scene,L_Pts,R_Pts
1220.jpg,8231.jpg,1 Point,4 Points
5720.jpg,1616.jpg,3 Points,2 Points
3170.jpg,9432.jpg,2 Points,5 Points
3181.jpg,9913.jpg,4 Points,1 Points
7352.jpg,2240.jpg,2 Points,5 Points
2683.jpg,7361.jpg,3 Points,2 Points
4531.jpg,5621.jpg,5 Points,3 Points
8090.jpg,5831.jpg,2 Points,3 Points
9007.jpg,2900.jpg,0 Points,3 Points
7034.jpg,9140.jpg,2 Points,3 Points
3130.jpg,3230.jpg,4 Points,2 Points
1525.jpg,7211.jpg,2 Points,3 Points
8350.jpg,2372.jpg,5 Points,1 Point
2500.jpg,8010.jpg,5 Points,0 Points
F174.jpg,6212.jpg,5 Points,4 Points
5390.jpg,5700.jpg,0 Points,5 Points
5500.jpg,5120.jpg,3 Points,2 Points
7545.jpg,2389.jpg,5 Points,0 Points
2220.jpg,2092.jpg,5 Points,0 Points
9452.jpg,9700.jpg,4 Points,1 Points
9421.jpg,1051.jpg,2 Points,0 Points
7182.jpg,7620.jpg,4 Points,1 Point
4608.jpg,5510.jpg,1 Point,5 Points
2620.jpg,5470.jpg,0 Points,5 Points
F034.jpg,3530.jpg,4 Points,1 Point
5731.jpg,2606.jpg,4 Points,1 Point
1650.jpg,8510.jpg,1 Points,4 Points
4770.jpg,5920.jpg,3 Points,2 Points
2410.jpg,4689.jpg,4 Points,5 Points
7040.jpg,P077.jpg,4 Points,1 Point
A074.jpg,3120.jpg,2 Points,5 Points
3060.jpg,7217.jpg,1 Point,4 Points
3064.jpg,9420.jpg,4 Points,2 Points
7207.jpg,2320.jpg,1 Points,4 Points
5531.jpg,7283.jpg,3 Points,4 Points
9300.jpg,7030.jpg,4 Points,1 Points
1947.jpg,1811.jpg,5 Points,1 Point
7020.jpg,2206.jpg,5 Points,0 Points
9042.jpg,P217.jpg,0 Points,5 Points
3160.jpg,7080.jpg,1 Point,4 Points
2110.jpg,8260.jpg,5 Points,3 Points
5740.jpg,7205.jpg,0 Points,5 Points
1660.jpg,8040.jpg,2 Points,1 Point
5410.jpg,5530.jpg,5 Points,0 Points
2276.jpg,9008.jpg,3 Points,1 Point
5628.jpg,5201.jpg,5 Points,0 Points
7060.jpg,7830.jpg,5 Points,3 Points
2215.jpg,7050.jpg,1 Point,4 Points
3550.jpg,3280.jpg,2 Points,0 Points
5910.jpg,5460.jpg,5 Points,0 Points
9592.jpg,3000.jpg,2 Points,5 Points
7285.jpg,5875.jpg,5 Points,0 Points
2270.jpg,2000.jpg,2 Points,0 Points
9600.jpg,2691.jpg,5 Points,0 Points
5130.jpg,2616.jpg,3 Points,4 Points
9180.jpg,9630.jpg,3 Points,2 Points
3071.jpg,2700.jpg,1 Point,3 Points
7000.jpg,1661.jpg,2 Points,3 Points
9331.jpg,3150.jpg,2 Points,1 Point
9400.jpg,9810.jpg,3 Points,2 Points
8033.jpg,7289.jpg,3 Points,0 Points
7502.jpg,9181.jpg,5 Points,0 Points
7490.jpg,7284.jpg,2 Points,4 Points
9390.jpg,9424.jpg,1 Point,4 Points
8230.jpg,9252.jpg,5 Points,1 Point
7235.jpg,9182.jpg,3 Points,2 Points
7351.jpg,7187.jpg,4 Points,1 Point
9620.jpg,1230.jpg,1 Point,4 Points
9373.jpg,9402.jpg,0 Points,2 Points
2716.jpg,3250.jpg,2 Points,3 Points
1301.jpg,3063.jpg,2 Points,5 Points
3053.jpg,7550.jpg,4 Points,1 Points
2720.jpg,1610.jpg,4 Points,0 Points
5991.jpg,5594.jpg,0 Points,5 Points
3010.jpg,9520.jpg,5 Points,3 Points
8531.jpg,7095.jpg,4 Points,1 Points
2516.jpg,7820.jpg,4 Points,0 Points
7004.jpg,1019.jpg,5 Points,0 Points
